"Organisation Name",Website,ASN,"Peering Policy","IPv4 Address","IPv6 Address",Location,"Switch Slot/[Pic/]Port","Port Type","Service Speed","Service Type","Membership Type","Route Servers"
"Natilik Ltd",https://www.natilik.com,42513,Selective,195.66.225.14,2001:7f8:4::a611:1,"Telehouse North (THN)","core3-thn VLAN: 102",ConneXions,1000,ConneXions,full,
"National Research Center Kurchatov Institute (KCOD KIAE)",http://computing.kiae.ru/,59624,Open,195.66.227.113,2001:7f8:4::e8e8:1,"Equinix LD8 Harbour Exchange (TCH)","core4-tch VLAN: 759",ConneXions,3000,ConneXions,full,"rs1.lon1, rs3.lon1"
"Naver Business Platform",https://www.navercorp.com/en/company/affiliateNbp.nhn,23576,Open,195.66.226.173,,"Telehouse North (THN)","core3-thn VLAN: 3512",ConneXions,10000,ConneXions,full,"rs1.lon1, rs3.lon1"
"Neos Networks Ltd",http://www.ssetelecoms.com,61231,Open,195.66.239.214,2001:7f8:4:1::ef2f:2,"Equinix LD4 (EQ4)","edge3-eq4-lon2 ce6/1",100G,100000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Neos Networks Ltd",http://www.ssetelecoms.com,61231,Open,195.66.227.242,2001:7f8:4::ef2f:2,"Equinix LD8 Harbour Exchange (TCH)","core3-tch et-2/2/2",100G,100000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Net Global srl",http://www.netglobal.it,50316,Open,195.66.225.125,2001:7f8:4::c48c:1,"Telehouse North (THN)","core4-thn VLAN: 2162",ConneXions,2500,ConneXions,full,"rs1.lon1, rs3.lon1"
"NetActuate Inc",http://www.vr.org/,36236,Open,195.66.226.36,2001:7f8:4::8d8c:1,"Telehouse North (THN)","edge2-thn xe-3/0/3",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"NetActuate Inc",http://www.vr.org/,36236,Open,195.66.238.36,2001:7f8:4:1::8d8c:1,"Telehouse North (THN)","edge4-thn-lon2 xe43",1000,1000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Netavo Global Data Services Ltd",http://www.netavo.com,208802,Open,195.66.227.235,2001:7f8:4::3:2fa2:1,"Telehouse North (THN)","edge4-thn ge-8/1/1",1000,1000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Netavo Global Data Services Ltd",http://www.netavo.com,208802,Open,195.66.237.200,2001:7f8:4:1:0:3:2fa2:1,"Telehouse North (THN)","edge3-thn-lon2 xe38",1000,1000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"NetCologne GmbH",http://www.netcologne.de/,8422,Open,195.66.224.172,2001:7f8:4::20e6:1,"Telehouse North (THN)","core3-thn VLAN: 20",ConneXions,40000,ConneXions,full,"rs1.lon1, rs3.lon1"
"NetConnex Broadband Ltd.",http://www.ncuk.com,21396,Selective,195.66.236.240,2001:7f8:4:1::5394:1,"Telehouse East (THE)","edge1-the-lon2 xe39",10G,10000,Regular,full,
"NetConnex Broadband Ltd.",http://www.ncuk.com,21396,Selective,195.66.224.240,2001:7f8:4::5394:1,"Telehouse North (THN)","edge2-thn xe-9/3/3",10G,10000,Regular,full,
Neterra,http://www.neterra.net/,34224,Open,195.66.225.156,2001:7f8:4::85b0:1,"Telehouse North (THN)","core3-thn VLAN: 3014",ConneXions,4000,ConneXions,full,"rs1.lon1, rs3.lon1"
"Netflix Streaming Services International B.V.",http://www.netflix.com,2906,Open,195.66.224.251,2001:7f8:4::b5a:3,"Telehouse West (THW)","core4-thw et-2/1/3",100G,100000,Regular,full,"rs1.lon1, rs3.lon1"
"Netflix Streaming Services International B.V.",http://www.netflix.com,2906,Open,195.66.227.7,2001:7f8:4::b5a:1,"Equinix LD6 (EQ4)","edge4-eq4 et-3/1/5",100G,100000,Regular,full,"rs1.lon1, rs3.lon1"
"Netflix Streaming Services International B.V.",http://www.netflix.com,2906,Open,195.66.227.146,2001:7f8:4::b5a:2,"Equinix LD6 (EQ4)","edge4-eq4 et-4/0/5",100G,100000,Regular,full,"rs1.lon1, rs3.lon1"
"Netflix Streaming Services International B.V.",http://www.netflix.com,2906,Open,195.66.225.16,2001:7f8:4::b5a:4,"Telehouse West (THW)","core4-thw et-2/2/1",100G,100000,Regular,full,"rs1.lon1, rs3.lon1"
"NetIX Communications Limited",http://www.netix.net,57463,Selective,195.66.226.48,2001:7f8:4::e077:1,"Telehouse North (THN)","core3-thn VLAN: 3015",ConneXions,30000,ConneXions,"ConneXions,full","rs1.lon1, rs3.lon1"
Netnod,http://www.netnod.se/,8674,Open,195.66.225.152,2001:7f8:4::21e2:2,"Telehouse North (THN)","edge1-thn ge-9/1/0",1000T,1000,Regular,associate,"rs1.lon1, rs3.lon1"
Netnod,http://www.netnod.se/,8674,Open,195.66.225.151,2001:7f8:4::21e2:1,"Telehouse North (THN)","edge1-thn ge-9/1/4",1000T,1000,Regular,associate,"rs1.lon1, rs3.lon1"
"Netnorth Limited",http://www.netnorth.co.uk/,25376,Open,195.66.244.51,2001:7f8:4:2::6320:1,"Equinix MA1 Williams House (TCW)","edge7-tcw-man1 xe23",1000,1000,Regular,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Netnorth Limited",http://www.netnorth.co.uk/,25376,Open,195.66.226.188,2001:7f8:4::6320:1,"Telehouse North (THN)","edge4-thn VLAN: 502",ConneXions,1000,ConneXions,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Netnorth Limited",http://www.netnorth.co.uk/,25376,Open,195.66.238.188,2001:7f8:4:1::6320:1,"Telehouse North (THN)","edge2-thn-lon2 VLAN: 601",ConneXions,1000,ConneXions,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
Netrouting,http://www.netrouting.com,47869,Open,195.66.244.81,2001:7f8:4:2::bafd:1,"M247 Ball Green (M2I)","edge2-m2i-man1 VLAN: 205",ConneXions,1000,ConneXions,full,"rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
Netrouting,http://www.netrouting.com,47869,Open,195.66.226.224,2001:7f8:4::bafd:1,"Telehouse North (THN)","edge3-thn VLAN: 204",ConneXions,1000,ConneXions,full,"rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
"Netservers Limited",http://www.netservers.net.uk/,35826,Open,195.66.238.152,2001:7f8:4:1::8bf2:1,"Telehouse East (THE)","edge1-the-lon2 xe2",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Netservers Limited",http://www.netservers.net.uk/,35826,Open,195.66.226.152,2001:7f8:4::8bf2:1,"Telehouse East (THE)","edge4-the xe-8/3/0",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Netskope UK Ltd",https://www.netskope.com,55256,Selective,195.66.226.142,2001:7f8:4::d7d8:1,"Interxion LON2 (IN2)","edge1-in2 xe-3/2/2",10G,10000,Regular,full,"rs1.jed1, rs1.lon1, rs1.man1, rs1.nva1, rs2.jed1, rs2.man1, rs2.nva1, rs3.lon1"
"Netskope UK Ltd",https://www.netskope.com,55256,Selective,185.1.126.219,2001:7f8:d1::d7d8:1,"MENA Gateway (MG1).(STJ)","edge1-stj-jed1 xe11",10G,10000,Regular,full,"rs1.jed1, rs1.lon1, rs1.man1, rs1.nva1, rs2.jed1, rs2.man1, rs2.nva1, rs3.lon1"
"Netskope UK Ltd",https://www.netskope.com,55256,Selective,195.66.226.142,2001:7f8:4::d7d8:1,"Interxion LON2 (IN2)","edge1-in2 xe-3/2/1",10G,10000,Regular,full,"rs1.jed1, rs1.lon1, rs1.man1, rs1.nva1, rs2.jed1, rs2.man1, rs2.nva1, rs3.lon1"
"Netskope UK Ltd",https://www.netskope.com,55256,Selective,195.66.244.235,2001:7f8:4:2::d7d8:2,"TeleData Delta House (TDD)","edge3-tdd-man1 xe4",10G,10000,Regular,full,"rs1.jed1, rs1.lon1, rs1.man1, rs1.nva1, rs2.jed1, rs2.man1, rs2.nva1, rs3.lon1"
"Netskope UK Ltd",https://www.netskope.com,55256,Selective,195.66.244.243,2001:7f8:4:2::d7d8:1,"TeleData Delta House (TDD)","edge3-tdd-man1 xe3",10G,10000,Regular,full,"rs1.jed1, rs1.lon1, rs1.man1, rs1.nva1, rs2.jed1, rs2.man1, rs2.nva1, rs3.lon1"
"Netskope UK Ltd",https://www.netskope.com,55256,Selective,206.55.197.251,2001:504:31::d7d8:1,"Quality Technology Services(QTS)","edge1-qts.nva1 xe-10/0/2",10G,10000,Regular,full,"rs1.jed1, rs1.lon1, rs1.man1, rs1.nva1, rs2.jed1, rs2.man1, rs2.nva1, rs3.lon1"
"Netwise Hosting Ltd",http://www.netwisehosting.co.uk,60800,Open,195.66.227.84,2001:7f8:4::ed80:1,"Telehouse North (THN)","edge4-thn VLAN: 500",ConneXions,1000,ConneXions,"ConneXions,full","rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Netwise Hosting Ltd",http://www.netwisehosting.co.uk,60800,Open,195.66.239.84,2001:7f8:4:1::ed80:1,"Telehouse North (THN)","edge2-thn-lon2 VLAN: 500",ConneXions,1000,ConneXions,"ConneXions,full","rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Network Platforms (Pty) Ltd",http://www.networkplatforms.co.za,328832,Open,195.66.224.25,2001:7f8:4::5:480:1,"Equinix LD8 Harbour Exchange (TCH)","edge4-tch VLAN: 291",ConneXions,4000,ConneXions,"ConneXions,full","rs1.lon1, rs3.lon1"
Neuronnexion,http://www.neuronnexion.coop/,9036,Open,195.66.226.87,,"Telehouse North (THN)","edge1-thn VLAN: 1501",ConneXions,100,ConneXions,full,"rs1.lon1, rs3.lon1"
"Newtel Ltd",http://www.newteljersey.com/,13208,"No data",195.66.236.202,2001:7f8:4:1::3398:1,"Telehouse North (THN)","edge4-thn-lon2 xe16",1000,1000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Newtel Ltd",http://www.newteljersey.com/,13208,"No data",195.66.224.202,2001:7f8:4::3398:1,"Telehouse North (THN)","edge3-thn ge-7/2/5",1000,1000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Next Connex",http://www.nextconnex.com,51048,Open,195.66.226.100,2001:7f8:4::c768:1,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch xe-8/0/2",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"Next Connex",http://www.nextconnex.com,51048,Open,195.66.226.100,2001:7f8:4::c768:1,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch xe-7/2/1",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"Nexusguard Limted",http://www.nexusguard.com/,45474,Selective,195.66.226.110,2001:7f8:4::b1a2:1,"Telehouse North2 (TH2)","edge1-th2 xe-1/1/1",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"Nexusguard Limted",http://www.nexusguard.com/,45474,Selective,195.66.226.110,2001:7f8:4::b1a2:1,"Telehouse North2 (TH2)","edge1-th2 xe-2/0/1",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"NFON AG",http://www.nfon.com,8878,Selective,195.66.227.76,2001:7f8:4::22ae:1,"Telehouse East (THE)","edge4-the VLAN: 605",ConneXions,1000,ConneXions,full,"rs1.lon1, rs3.lon1"
"NFOrce Entertainment BV",http://www.nforce.nl,43350,Selective,195.66.226.154,2001:7f8:4::a956:2,"Equinix LD8 Harbour Exchange (TCH)","edge4-tch xe-5/3/0",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"NFOrce Entertainment BV",http://www.nforce.nl,43350,Selective,195.66.226.154,2001:7f8:4::a956:2,"Equinix LD8 Harbour Exchange (TCH)","edge4-tch xe-4/0/0",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"NFOrce Entertainment BV",http://www.nforce.nl,43350,Selective,195.66.226.121,2001:7f8:4::a956:1,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch xe-8/0/1",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"NFOrce Entertainment BV",http://www.nforce.nl,43350,Selective,195.66.226.121,2001:7f8:4::a956:1,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch xe-7/0/5",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"nic.at GmbH",https://www.nic.at/de,1921,Open,195.66.227.115,2001:7f8:4::781:1,"Telehouse North (THN)","edge1-thn ge-8/2/2",1000,1000,Regular,associate,"rs1.lon1, rs3.lon1"
NinePacket,http://,44992,Open,195.66.224.192,2001:7f8:4::afc0:1,"Equinix LD8 Harbour Exchange (TCH)","core4-tch VLAN: 38",ConneXions,100,ConneXions,full,"rs1.lon1, rs3.lon1"
"Node4 Ltd",http://www.node4.co.uk,31727,Open,195.66.224.135,2001:7f8:4::7bef:1,"Telehouse North (THN)","edge2-thn xe-2/3/0",10G,10000,Regular,full,"rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
"Node4 Ltd",http://www.node4.co.uk,31727,Open,195.66.244.34,2001:7f8:4:2::7bef:1,"Equinix MA1 Williams House (TCW)","edge5-tcw-man1 xe24",10G,10000,Regular,full,"rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
"Node4 Ltd",http://www.node4.co.uk,31727,Open,195.66.224.135,2001:7f8:4::7bef:1,"Telehouse North (THN)","edge2-thn xe-3/2/1",10G,10000,Regular,full,"rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
"Nodemax Limited",http://www.nodemax.com,60198,Open,195.66.227.197,2001:7f8:4::eb26:1,"Telehouse North (THN)","core3-thn VLAN: 2127",ConneXions,1000,ConneXions,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Nodemax Limited",http://www.nodemax.com,60198,Open,195.66.239.34,2001:7f8:4:1::eb26:1,"Telehouse East (THE)","edge2-the-lon2 VLAN: 2128",ConneXions,1000,ConneXions,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Nomical Limited",http://nomical.com,205892,Open,195.66.227.177,2001:7f8:4::3:2444:1,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch xe-7/2/6",10G,10000,multiservice_port,full,"rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
"Nomical Limited",http://nomical.com,205892,Open,195.66.244.95,2001:7f8:4:2:0:3:2444:1,"Equinix MA3 Joule House (TCJ)","edge2-tcj-man1 xe14",10G,10000,multiservice_port,full,"rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
"Nominet UK",http://www.nominet.org.uk/,8683,Selective,195.66.236.61,2001:7f8:4:1::21eb:1,"Equinix LD9 Powergate (TCA)","edge1-tca-lon2 xe9",1000,1000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Nominet UK",http://www.nominet.org.uk/,43519,Open,195.66.244.67,2001:7f8:4:2::a9ff:1,"Equinix MA1 Williams House (TCW)","edge7-tcw-man1 xe14",1000,1000,Regular,full,"rs1.man1, rs1.nva1, rs2.man1"
"Nominet UK",http://www.nominet.org.uk/,8683,Selective,195.66.224.61,2001:7f8:4::21eb:1,"Equinix LD6 (EQ4)","edge5-eq4 ge-4/3/8",1000,1000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Nominet UK",http://www.nominet.org.uk/,43519,Open,206.55.196.18,2001:504:31::a9ff:1,"Digital Realty IAD (44521 Hastings) ACC5 (DFT)","edge1-dft.nva1 ge-0/3/1",1000,1000,Regular,full,"rs1.man1, rs1.nva1, rs2.man1"
"Noraina Ltd",http://,48305,Open,195.66.226.247,2001:7f8:4::bcb1:1,"Equinix LD6 (EQ4)","edge5-eq4 ge-4/3/1",1000,1000,Regular,full,"rs1.lon1, rs3.lon1"
"NORDUnet A/S",http://www.nordu.net,2603,Selective,195.66.225.24,2001:7f8:4::a2b:1,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch xe-7/0/3",10G,10000,Regular,full,
"NORDUnet A/S",http://www.nordu.net,2603,Selective,195.66.225.24,2001:7f8:4::a2b:1,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch xe-7/1/1",10G,10000,Regular,full,
"Nova hf",http://www.nova.is,44735,Selective,195.66.237.28,2001:7f8:4:1::aebf:1,"Telehouse North (THN)","edge3-thn-lon2 xe13",1000,1000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Nova hf",http://www.nova.is,44735,Selective,195.66.225.28,2001:7f8:4::aebf:1,"Telehouse North (THN)","edge1-thn xe-4/0/0",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"NSFOCUS Inc.",http://www.nsfocusglobal.com,8757,Open,195.66.225.49,2001:7f8:4::2235:1,"Equinix LD8 Harbour Exchange (TCH)","core4-tch et-2/1/3",100G,100000,Regular,full,"rs1.lon1, rs3.lon1"
NSONE,https://ns1.com,62597,Selective,206.55.196.37,2001:504:31::f485:1,"CoreSite Reston (COR)","edge1-cor.nva1 xe-0/1/1",10G,10000,Regular,full,
NSONE,https://ns1.com,62597,Selective,195.66.225.39,2001:7f8:4::f485:1,"Equinix LD6 (EQ4)","edge5-eq4 xe-8/2/0",10G,10000,Regular,full,
"NTA Ltd",http://nta.co.uk,41379,Open,195.66.227.32,2001:7f8:4::a1a3:1,"Telehouse North (THN)","edge4-thn ge-7/2/0",1000,1000,Regular,full,"rs1.lon1, rs3.lon1, rs4.lon2"
"NTA Ltd",http://nta.co.uk,41379,Open,195.66.239.32,2001:7f8:4:1::a1a3:1,"Telehouse North (THN)","edge4-thn-lon2 xe42",1000,1000,Regular,full,"rs1.lon1, rs3.lon1, rs4.lon2"
"NTE Telekom AS",http://www.nte.no,34087,Selective,195.66.226.201,2001:7f8:4::8527:1,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch xe-7/2/0",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"NTE Telekom AS",http://www.nte.no,34087,Selective,195.66.226.201,2001:7f8:4::8527:1,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch xe-3/0/0",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"NTT Docomo Inc",https://www.nttdocomo.co.jp/english/,9605,Selective,195.66.227.80,2001:7f8:4::2585:3,"Telehouse North2 (TH2)","edge1-th2 VLAN: 2782",ConneXions,2000,ConneXions,full,"rs1.lon1, rs3.lon1"
"NTT Docomo Inc",https://www.nttdocomo.co.jp/english/,9605,Selective,195.66.227.37,2001:7f8:4::2585:1,"Telehouse North2 (TH2)","edge1-th2 VLAN: 2780",ConneXions,6000,ConneXions,full,"rs1.lon1, rs3.lon1"
"NTT Docomo Inc",https://www.nttdocomo.co.jp/english/,9605,Selective,195.66.224.152,2001:7f8:4::2585:2,"Telehouse North2 (TH2)","edge1-th2 VLAN: 2781",ConneXions,2000,ConneXions,full,"rs1.lon1, rs3.lon1"
"NTT Global Data Centers EMEA UK Ltd",http://www.gyron.net/,29017,Selective,195.66.236.141,2001:7f8:4:1::7159:1,"Telehouse North (THN)","edge1-thn-lon2 xe36",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"NTT Global Data Centers EMEA UK Ltd",http://www.gyron.net/,29017,Selective,195.66.224.141,2001:7f8:4::7159:1,"Digital Realty Sovereign House (RBS)","edge2-rbs xe-5/3/0",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"NTT United Kingdom Limited",http://www.gin.ntt.net/,2914,Restrictive,195.66.224.138,2001:7f8:4::b62:1,"Telehouse West (THW)","core3-thw et-2/2/0",100G,100000,Regular,full,
"Nuco Technologies Ltd",http://www.host-it.co.uk,33854,Selective,195.66.226.22,2001:7f8:4::843e:1,"Equinix LD6 (EQ4)","edge5-eq4 ge-4/2/1",1000,1000,Regular,full,
"Nuco Technologies Ltd",http://www.host-it.co.uk,45014,Open,195.66.237.55,2001:7f8:4:1::afd6:1,"Equinix LD4 (EQ4)","edge4-eq4-lon2 xe9",1000,1000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1"
"Nuco Technologies Ltd",http://www.host-it.co.uk,45014,Open,195.66.225.55,2001:7f8:4::afd6:1,"Telehouse North (THN)","edge2-thn xe-2/0/0",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1"
"NYnet Ltd",http://www.nynet.co.uk,41484,No,195.66.225.254,2001:7f8:4::a20c:1,"Telehouse North (THN)","edge2-thn xe-2/2/0",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"NYnet Ltd",http://www.nynet.co.uk,41484,No,195.66.236.104,2001:7f8:4:1::a20c:1,"Telehouse North (THN)","edge3-thn-lon2 xe15",1000,1000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"O2 Broadband",http://www.bethere.co.uk,35228,Selective,195.66.227.153,,"Digital Realty Sovereign House (RBS)","edge1-rbs et-1/1/5",100G,100000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"O2 Broadband",http://www.bethere.co.uk,35228,Selective,195.66.239.153,2001:7f8:4:1::899c:2,"Digital Realty Sovereign House (RBS)","edge2-rbs-lon2 ce2/1",100G,100000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"O2 Broadband",http://www.bethere.co.uk,35228,Selective,195.66.225.189,,"Telehouse West (THW)","edge1-thw xe-3/3/2",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"O2 Broadband",http://www.bethere.co.uk,35228,Selective,195.66.239.158,2001:7f8:4:1::899c:4,"Telehouse West (THW)","edge4-thw-lon2 ce4/1",100G,100000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"O2 Broadband",http://www.bethere.co.uk,35228,Selective,195.66.227.169,,"Telehouse West (THW)","core3-thw et-2/0/1",100G,100000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"O2 Broadband",http://www.bethere.co.uk,35228,Selective,195.66.224.232,,"Digital Realty Sovereign House (RBS)","edge2-rbs xe-5/1/4",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"O2 Broadband",http://www.bethere.co.uk,35228,Selective,195.66.227.169,,"Telehouse West (THW)","core3-thw et-2/3/2",100G,100000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"O2 Broadband",http://www.bethere.co.uk,35228,Selective,195.66.224.232,,"Digital Realty Sovereign House (RBS)","edge2-rbs xe-5/0/5",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"O2 Broadband",http://www.bethere.co.uk,35228,Selective,195.66.225.189,,"Telehouse West (THW)","edge1-thw xe-3/1/2",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"O2 Broadband",http://www.bethere.co.uk,35228,Selective,195.66.227.153,,"Digital Realty Sovereign House (RBS)","edge1-rbs et-2/1/5",100G,100000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Oakford Internet Services",http://www.oakfordis.com,206999,Selective,195.66.227.77,,"Telehouse East (THE)","edge4-the ge-4/1/4",1000,1000,Regular,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Oakford Internet Services",http://www.oakfordis.com,206999,Selective,195.66.239.77,2001:7f8:4:1:0:3:2897:1,"Telehouse East (THE)","edge1-the-lon2 xe4",1000,1000,Regular,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Oakford Internet Services",http://www.oakfordis.com,206999,Selective,195.66.244.239,2001:7f8:4::3:2897:1,"Equinix MA1 Williams House (TCW)","edge6-tcw-man1 VLAN: 2019",ConneXions,1000,ConneXions,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Octet Telecommunications (UK) Limited",http://,202793,Open,195.66.227.202,2001:7f8:4::3:1829:2,"Telehouse North (THN)","edge2-thn ge-7/1/1",1000,1000,Regular,full,"rs1.lon1, rs3.lon1"
"Odyssey Systems Limited",http://www.odyssey-systems.co.uk,204558,Open,195.66.244.3,2001:7f8:4:2:0:3:1f0e:1,"Equinix MA3 Joule House (TCJ)","edge2-tcj-man1 xe24",1000,1000,Regular,full,"rs1.man1, rs2.man1"
"Olivenet Network S.L.",http://,201746,Open,195.66.225.204,2001:7f8:4::3:1412:1,"Equinix LD6 (EQ4)","edge5-eq4 xe-2/2/3",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"Oman Telecommunications Company",http://www.omantel.om/wholesale,8529,Selective,195.66.227.92,2001:7f8:4::2151:1,"Equinix LD8 Harbour Exchange (TCH)","edge4-tch xe-3/2/5",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"Oman Telecommunications Company",http://www.omantel.om/wholesale,8529,Selective,195.66.227.92,2001:7f8:4::2151:1,"Equinix LD8 Harbour Exchange (TCH)","edge4-tch xe-5/2/3",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"Ondanet ltd",http://,262773,Open,195.66.225.90,2001:7f8:4::4:275:1,"Telehouse North (THN)","core3-thn VLAN: 601",ConneXions,250,ConneXions,full,"rs1.lon1, rs3.lon1"
"One Voice Software Ltd.",https://onevoice.co.uk/,209568,"No data",195.66.227.189,2001:7f8:4::3:32a0:1,"Telehouse North (THN)","core4-thn VLAN: 130",ConneXions,1000,ConneXions,full,
"One.com AS",http://www.one.com/en/,51468,Open,195.66.226.233,2001:7f8:4::c90c:1,"Interxion LON2 (IN2)","core3-in2 et-2/0/1",100G,100000,Regular,full,"rs1.lon1, rs3.lon1"
"Onecom Global Communications",http://www.onecom.global,51185,Open,195.66.227.90,2001:7f8:4::c7f1:1,"Telehouse West (THW)","edge1-thw xe-4/1/3",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"Online50 Limited",http://www.online50.net/,35399,Open,195.66.224.248,,"Telehouse West (THW)","edge1-thw ge-8/1/7",1000,1000,Regular,full,
"Ooredoo QSC",http://www.ooredoo.qa/en/home,8781,Selective,195.66.224.188,2001:7f8:4::224d:1,"Telehouse North (THN)","edge4-thn xe-2/0/0",10G,10000,Regular,full,
"Ooredoo QSC",http://www.ooredoo.qa/en/home,8781,Selective,195.66.224.188,2001:7f8:4::224d:1,"Telehouse North (THN)","edge4-thn xe-2/2/0",10G,10000,Regular,full,
"Ooredoo QSC",http://www.ooredoo.qa/en/home,8781,Selective,195.66.224.188,2001:7f8:4::224d:1,"Telehouse North (THN)","edge4-thn xe-2/1/1",10G,10000,Regular,full,
"Oosha Limited",http://www.oosha.co.uk,44981,Selective,195.66.226.150,2001:7f8:4::afb5:1,"Interxion LON2 (IN2)","edge1-in2 ge-4/1/4",1000,1000,Regular,full,
"Open Fibre Networks Limited",http://www.ifnl.net,48945,Selective,195.66.226.134,2001:7f8:4::bf31:2,"Equinix LD6 (EQ4)","edge5-eq4 xe-8/1/3",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Open Fibre Networks Limited",http://www.ifnl.net,48945,Selective,195.66.238.134,2001:7f8:4:1::bf31:2,"Telehouse North (THN)","edge2-thn-lon2 xe15",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
